City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,yamba,-5.9,22.3,21.5,95,100,2.01,CD,1699938225
288,caleta de carquin,-11.0925,-77.6267,19.07,90,32,5.16,PE,1699938225
289,hadibu,12.65,54.0333,27.41,80,74,5.07,YE,1699938225
290,isabela,6.7085,121.9711,32.03,74,52,0.99,PH,1699938225
291,rabo de peixe,37.8,-25.5833,17.73,99,40,1.79,PT,1699938226
292,anaconda,46.1285,-112.9423,-0.45,59,10,2.4,US,1699938226
293,tregunc,47.85,-3.85,14.92,87,100,9.17,FR,1699938226
294,sake,-1.5736,29.045,18.19,93,79,0.07,CD,1699938226
295,kiunga,-6.1219,141.2906,31.51,57,80,1.29,PG,1699938227
296,ha'il,27.5219,41.6907,20.01,52,75,2.06,SA,1699938227
297,megion,61.0296,76.1136,-7.99,87,100,4.76,RU,1699938227
298,aridaia,40.9731,22.0564,10.08,69,100,0.77,GR,1699938227
299,quellon,-43.1167,-73.6167,3.97,80,97,3.44,CL,1699938146
300,malanje,-9.5402,16.341,17.99,97,95,0.59,AO,1699938227
301,camacupa,-12.0167,17.4833,18.48,83,92,0.71,AO,1699938228
302,luganville,-15.5333,167.1667,22.89,93,100,1.38,VU,1699938085
303,kachug,53.9606,105.8817,-2.19,70,100,0.45,RU,1699938228
304,labytnangi,66.6572,66.4183,-16.96,99,100,1.2,RU,1699938228
305,ashburton,-37.8626,145.0794,17.69,62,100,0.89,AU,1699938228
306,saint-pierre,-21.3393,55.4781,26.82,57,52,2.57,RE,1699938229
307,portoferraio,42.8115,10.3146,17.76,84,100,6.07,IT,1699938229
308,puerto real,36.5282,-6.1901,15.09,88,0,4.12,ES,1699938229
309,la sarre,48.8002,-79.1996,-0.06,96,100,4.88,CA,1699937966
310,amasra,41.7463,32.3863,13.71,68,65,3.69,TR,1699938230
311,evergreen,39.6333,-105.3172,8.07,39,14,0.89,US,1699938230
312,akureyri,65.6835,-18.0878,2.96,75,100,1.03,IS,1699938230
313,pariaman,-0.619,100.12,29.03,82,64,2.54,ID,1699938230
314,belorechensk,44.76,39.87,8.83,95,100,8.51,RU,1699938230
315,mhangura,-16.8939,30.1683,21.88,48,14,3.97,ZW,1699938231
316,lorengau,-2.0226,147.2712,29.05,71,81,3.14,PG,1699938231
317,itaituba,-4.2761,-55.9836,27.26,56,45,1.03,BR,1699938231
318,gillette,44.2911,-105.5022,13.35,20,100,5.81,US,1699938018
319,san patricio,28.017,-97.5169,17.13,89,100,4.81,US,1699938231
320,aykhal,66.0,111.5,-8.53,94,100,3.69,RU,1699938231
321,tarauaca,-8.1614,-70.7656,23.62,96,58,0.67,BR,1699938232
322,kerikeri,-35.2268,173.9474,13.85,93,100,3.52,NZ,1699938232
323,udangudi,8.4333,78.0167,28.1,70,99,7.62,IN,1699938232
324,fisterra,42.9049,-9.2629,18.75,93,100,12.38,ES,1699938232
325,port augusta,-32.5,137.7667,28.16,32,40,7.66,AU,1699938232
326,shalqar,47.8333,59.6,5.3,74,93,6.41,KZ,1699938233
327,kyzyl-mazhalyk,51.1333,90.6,-6.16,83,79,0.45,RU,1699938233
328,mossel bay,-34.1831,22.146,15.96,77,16,5.91,ZA,1699938233
329,puerto aysen,-45.4,-72.7,2.2,99,100,2.34,CL,1699938233
330,laguna,38.421,-121.4238,14.06,77,0,2.06,US,1699938233
331,mchinji,-13.7984,32.8802,21.25,71,20,3.48,MW,1699938234
332,shimoda,34.6667,138.95,17.2,68,76,1.8,JP,1699938234
333,manosque,43.8288,5.7869,11.42,80,94,1.92,FR,1699938234
334,newman,37.3138,-121.0208,12.94,73,30,2.44,US,1699938234
335,yuzhno-kurilsk,44.0306,145.8556,2.43,80,44,8.83,RU,1699938235
336,altai,46.3722,96.2583,-7.91,84,100,4.34,MN,1699938235
337,sandnessjoen,66.0217,12.6316,-2.94,59,0,1.54,NO,1699938235
338,howrah,22.5892,88.3103,27.0,69,20,3.09,IN,1699938069
339,bojnurd,37.4747,57.329,6.97,87,0,0.0,IR,1699938235
340,remire-montjoly,4.9167,-52.2667,25.02,94,0,0.0,GF,1699938236
341,kristiansund,63.1115,7.732,0.36,69,75,1.03,NO,1699938236
342,monte cristo,-31.3431,-63.9444,14.86,69,0,2.02,AR,1699938236
343,collie,-33.3667,116.15,23.28,53,84,4.61,AU,1699938236
344,wheeling,42.1392,-87.929,8.87,53,0,2.06,US,1699938236
345,saudarkrokur,65.7461,-19.6394,-1.59,82,11,4.33,IS,1699938108
346,barah,13.7,30.3667,27.68,30,11,5.25,SD,1699938237
347,hassi messaoud,31.6804,6.0729,12.92,50,0,0.51,DZ,1699938071
348,sumbe,-11.2061,13.8437,25.39,89,100,1.69,AO,1699938237
349,freetown,8.484,-13.2299,25.77,90,7,1.8,SL,1699938237
350,la'ie,21.6477,-157.9253,25.56,75,52,4.02,US,1699938237
351,el abiodh sidi cheikh,32.893,0.5484,12.98,32,5,0.2,DZ,1699938237
352,dawesville,30.9224,-84.0091,15.2,80,40,2.06,US,1699938238
353,constitucion,-35.3333,-72.4167,10.64,78,15,7.24,CL,1699938043
354,rifle,39.5347,-107.7831,3.8,44,0,0.0,US,1699938238
355,ambodifotatra,-16.9833,49.85,24.82,80,60,2.0,MG,1699938238
356,kaihua,23.3687,104.28,15.13,93,100,2.81,CN,1699938238
357,ambon,-3.6954,128.1814,32.08,62,40,4.12,ID,1699938089
358,malakal,9.5334,31.6605,26.88,67,47,1.26,SS,1699938238
359,pisco,-13.7,-76.2167,18.34,88,5,0.0,PE,1699938239
360,atherton,53.5237,-2.4935,11.05,91,64,0.89,GB,1699938239
361,sychevka,55.8252,34.2736,1.27,97,100,4.67,RU,1699938239
362,marine corps base hawaii - mcbh,21.4453,-157.7513,25.56,78,40,2.24,US,1699938239
363,ponta delgada,37.7333,-25.6667,18.4,94,40,1.79,PT,1699938239
364,pathein,16.7833,94.7333,30.12,69,97,4.56,MM,1699938239
365,nantucket,41.2835,-70.0995,3.41,86,100,1.54,US,1699937976
366,isangel,-19.55,169.2667,28.06,57,75,4.63,VU,1699938240
367,kuta,-8.7233,115.1723,28.97,83,75,2.68,ID,1699938240
368,nizhniy odes,63.6445,54.856,-1.25,97,100,4.19,RU,1699938240
369,kittila,67.6647,24.8936,-21.92,77,0,0.51,FI,1699938240
370,punta arenas,-53.15,-70.9167,3.06,70,20,8.23,CL,1699938241
371,al ghayzah,16.2079,52.176,26.49,68,100,1.64,YE,1699938241
372,tual,-5.6667,132.75,27.98,71,56,2.75,ID,1699938241
373,tralee,52.2704,-9.7026,10.68,89,100,7.03,IE,1699938241
374,dzhangala,49.2167,50.3333,7.65,75,100,2.63,KZ,1699938241
375,kingston,17.997,-76.7936,28.53,80,20,1.54,JM,1699937776
376,itoman,26.1247,127.6694,24.11,53,75,5.14,JP,1699938243
377,bargaal,11.2864,51.0773,28.46,72,60,5.95,SO,1699938245
378,mandalgovi,45.7625,106.2708,-0.32,18,26,2.53,MN,1699938246
379,canyon,34.9803,-101.9188,10.47,84,1,4.08,US,1699938246
380,thunder bay,48.4001,-89.3168,-4.01,93,20,1.54,CA,1699937662
381,luderitz,-26.6481,15.1594,16.49,73,0,2.03,NA,1699938247
382,nagasaki,32.7447,129.8736,14.91,58,75,4.12,JP,1699938128
383,banda aceh,5.5577,95.3222,26.37,87,100,3.92,ID,1699938247
384,alegrete,-29.7831,-55.7919,19.51,99,100,2.9,BR,1699938086
385,kirensk,57.7853,108.1119,-2.24,91,100,4.92,RU,1699938248
386,yeppoon,-23.1333,150.7333,34.88,58,0,6.31,AU,1699938248
387,chernomorskoye,45.5039,32.6997,9.93,76,10,1.71,UA,1699938248
388,ceeldheer,3.8488,47.1806,27.34,77,69,0.75,SO,1699938249
389,priozersk,61.0393,30.1291,0.56,86,100,4.51,RU,1699938249
390,vilppula,62.0212,24.5048,-1.79,97,100,1.89,FI,1699938250
391,franklin,39.9667,-83.0166,8.41,62,0,2.57,US,1699938115
392,trevelin,-43.0858,-71.4639,4.71,91,57,2.1,AR,1699938250
393,kuvshinovo,57.0295,34.1725,0.45,97,100,3.71,RU,1699938251
394,dudinka,69.4058,86.1778,-24.62,95,24,2.01,RU,1699938251
395,puerto leguizamo,-0.1934,-74.7819,22.79,98,64,1.26,CO,1699938251
396,nizhnesortymskiy,62.4397,71.7603,-7.7,93,100,8.65,RU,1699938251
397,sidney,-33.8679,151.2073,30.69,67,0,7.72,AU,1699938218
398,tamulte de las sabanas,18.2167,-92.7833,25.61,93,73,1.97,MX,1699938252
399,haiku-pauwela,20.9219,-156.3051,24.47,70,27,4.02,US,1699938252
400,bubaque,11.2833,-15.8333,27.84,67,30,3.39,GW,1699938252
401,vadso,70.0744,29.7487,-0.91,86,75,5.66,NO,1699938252
402,kimbe,-5.5502,150.1429,30.41,62,100,2.09,PG,1699938253
403,alpine,32.835,-116.7664,16.23,38,0,0.0,US,1699938253
404,farmville,37.3021,-78.3919,8.67,93,0,0.0,US,1699938253
405,nadym,65.5333,72.5167,-12.66,91,100,5.68,RU,1699938253
406,selibaby,15.159,-12.1829,25.58,12,24,5.62,MR,1699938254
407,ulanhot,46.0833,122.0833,4.84,26,1,2.55,CN,1699938254
408,sibenik,43.7272,15.9058,16.88,79,100,2.24,HR,1699938254
409,san blas,21.5167,-105.2667,25.22,75,4,1.26,MX,1699938254
410,palmer,42.1584,-72.3287,1.72,82,40,0.0,US,1699938255
411,jayapura,-2.5333,140.7,29.66,86,96,3.08,ID,1699938255
412,male,4.1748,73.5089,28.97,79,75,2.57,MV,1699938255
413,katabu,-4.9333,122.5167,34.45,44,43,2.17,ID,1699938255
414,luau,-10.7073,22.2247,18.8,86,99,1.37,AO,1699938256
415,faya-largeau,17.9257,19.1043,22.87,24,87,12.55,TD,1699938256
416,northam,51.0333,-4.2167,13.12,90,96,9.3,GB,1699938256
417,port mathurin,-19.6833,63.4167,25.6,77,0,3.59,MU,1699938068
418,peniche,39.3558,-9.3811,15.81,93,42,3.03,PT,1699938256
419,ishigaki,24.3448,124.1572,25.07,53,75,7.2,JP,1699938257
420,parkes,-33.1333,148.1833,30.2,15,100,0.45,AU,1699938257
421,toliara,-23.35,43.6667,25.52,62,13,4.26,MG,1699938257
422,taroa,8.7058,171.2275,27.39,82,90,7.2,MH,1699938257
423,amga,60.8953,131.9608,-17.08,94,90,0.86,RU,1699938259
424,dryden,49.7833,-92.7503,0.16,86,20,4.12,CA,1699938259
425,cascais,38.6979,-9.4215,16.95,93,53,4.02,PT,1699938259
426,biratnagar,26.4831,87.2834,27.13,45,42,1.17,NP,1699938260
427,el hadjira,32.6134,5.5126,16.14,54,0,0.76,DZ,1699938260
428,isabel,10.9267,124.434,28.92,74,95,0.73,PH,1699938260
429,mandera,3.9366,41.867,26.76,75,91,3.41,KE,1699938153
430,kirchenviertel,47.1362,15.3457,6.74,76,0,1.03,AT,1699938260
431,tadine,-21.55,167.8833,23.14,57,68,8.28,NC,1699938261
432,yangju,37.8331,127.0617,9.65,48,54,2.18,KR,1699938261
433,tocopilla,-22.092,-70.1979,18.27,75,11,2.34,CL,1699938114
434,cozumel,20.5083,-86.9458,25.53,95,100,5.0,MX,1699938261
435,garachico,28.7781,-17.7646,18.06,88,0,4.12,ES,1699938261
436,elko,41.0002,-115.5012,2.02,34,100,2.24,US,1699938024
437,daru,-9.0763,143.2092,28.25,64,28,4.92,PG,1699938262
438,guiratinga,-16.3494,-53.7583,25.85,35,39,1.65,BR,1699938262
439,kazerun,29.6195,51.6541,21.76,27,6,1.59,IR,1699938262
440,sao gabriel da cachoeira,-0.1303,-67.0892,24.04,92,68,0.91,BR,1699938033
441,lillesand,58.2488,8.3778,1.05,80,75,10.8,NO,1699938263
442,sarkand,45.41,79.9186,4.25,47,2,1.96,KZ,1699938263
443,alofi,-19.0595,-169.9187,24.94,94,100,4.12,NU,1699938264
444,soe,-9.8607,124.284,30.22,39,23,4.65,ID,1699938264
445,dalian,38.9122,121.6022,9.96,53,0,5.0,CN,1699938264
446,malvan,16.0667,73.4667,29.16,51,97,1.37,IN,1699938264
447,gamba,-2.65,10.0,25.24,88,100,3.0,GA,1699938264
448,verkhnevilyuysk,63.4453,120.3167,-9.19,94,100,2.45,RU,1699938265
449,lycksele,64.5954,18.6735,-17.07,85,0,0.51,SE,1699938265
450,happy valley-goose bay,53.3168,-60.3315,-5.83,73,40,3.6,CA,1699938023
451,autazes,-3.5797,-59.1306,28.9,55,94,0.18,BR,1699938265
452,berriane,32.8265,3.7669,12.45,56,0,0.81,DZ,1699938266
453,koutiala,12.3917,-5.4642,23.65,20,7,2.49,ML,1699938266
454,dakhla,23.6848,-15.958,22.04,49,77,4.31,EH,1699938266
455,choyr,46.3611,108.3611,-6.28,67,81,2.54,MN,1699938266
456,rurrenabaque,-14.4413,-67.5278,27.7,62,70,0.84,BO,1699938267
457,bardai,11.65,7.2333,20.29,18,83,3.42,NG,1699938267
458,bikenibeu village,1.3673,173.1241,26.98,94,75,10.29,KI,1699938267
459,kapuskasing,49.4169,-82.4331,1.05,93,100,4.12,CA,1699938010
460,trubchevsk,52.5798,33.7644,3.08,87,94,4.12,RU,1699938268
461,zemio,5.0314,25.1361,21.2,97,100,1.76,CF,1699938268
462,novaya igirma,57.1334,103.9112,0.41,79,100,5.5,RU,1699938268
463,mount gambier,-37.8333,140.7667,17.83,49,100,3.82,AU,1699938189
464,puerto ayacucho,5.6639,-67.6236,24.56,92,95,1.37,VE,1699938268
465,jutai,-5.1833,-68.9,23.69,97,89,0.81,BR,1699938268
466,russkaya polyana,49.417,31.9201,3.19,83,10,3.19,UA,1699938269
467,basotu,-4.3667,35.0833,19.39,76,89,2.44,TZ,1699938269
468,xam nua,20.4197,104.0439,21.36,69,95,1.34,LA,1699938269
469,dolores,-36.3132,-57.6792,10.66,63,66,2.6,AR,1699938269
470,melekeok village,7.4957,134.6367,30.31,79,100,0.0,PW,1699938270
471,minot,48.2325,-101.2963,3.12,70,0,4.12,US,1699938270
472,sao felix do xingu,-6.6447,-51.995,24.78,58,1,0.44,BR,1699938270
473,castillos,-34.1667,-53.8333,15.22,91,100,2.85,UY,1699938271
474,cabo san lucas,22.8909,-109.9124,27.09,66,19,0.89,MX,1699938256
475,broome,42.2506,-75.833,3.99,81,14,0.89,US,1699938271
476,hami,42.8,93.45,6.64,26,67,1.3,CN,1699938272
477,kalmunai,7.4167,81.8167,28.44,75,61,2.66,LK,1699938272
478,gangneung,37.7556,128.8961,11.31,36,17,1.51,KR,1699938272
479,azadshahr,34.7909,48.5707,1.27,87,0,1.03,IR,1699938005
480,trincomalee,8.5711,81.2335,27.36,81,67,1.66,LK,1699938273
481,sola,-13.8833,167.55,25.74,75,100,9.4,VU,1699938085
482,luanda,-8.8368,13.2343,26.0,89,75,3.6,AO,1699938221
483,kavalerovo,44.2661,135.0572,-0.34,61,10,5.36,RU,1699938273
484,bolivar,37.6145,-93.4105,12.17,53,4,3.82,US,1699938009
485,qingdao,36.0986,120.3719,9.78,23,0,1.0,CN,1699938274
486,laibin,23.7,109.2667,13.45,72,97,3.68,CN,1699938274
487,canmore,51.0834,-115.3521,2.06,93,44,2.57,CA,1699938071
488,igarka,67.4667,86.5833,-18.71,84,27,5.48,RU,1699938274
489,tangalle,6.024,80.7911,27.09,89,98,4.2,LK,1699938275
490,oberstdorf,47.4,10.2833,10.26,97,100,0.45,DE,1699938251
491,morehead city,34.7229,-76.726,13.0,88,0,2.06,US,1699938275
492,yemva,62.59,50.8594,1.88,99,100,2.65,RU,1699938275
493,celestun,20.8667,-90.4,24.83,90,57,4.72,MX,1699938276
494,izyaslav,50.1195,26.8213,3.81,78,86,5.53,UA,1699938276
495,san luis de la loma,17.2706,-100.8939,26.33,84,31,2.66,MX,1699938276
496,carnarvon,-24.8667,113.6333,23.32,62,86,5.05,AU,1699938277
497,enriquillo,17.9,-71.2333,26.03,87,13,5.53,DO,1699938277
498,fort mcmurray,56.7268,-111.381,-3.23,93,100,0.0,CA,1699938277
499,sitka,57.0531,-135.33,6.94,81,100,8.23,US,1699938277
500,kamyshevatskaya,46.4132,37.9563,7.58,85,100,4.79,RU,1699938277
501,ca mau,9.1769,105.15,30.33,68,99,6.08,VN,1699938278
502,fale old settlement,-9.3852,-171.2468,26.79,82,100,0.8,TK,1699938278
503,mhamid,29.82,-5.72,18.62,32,56,0.63,MA,1699938278
504,maceio,-9.6658,-35.7353,23.69,100,20,1.54,BR,1699938186
505,jhulasan,23.3286,72.4731,25.86,27,94,3.8,IN,1699938278
506,los frentones,-26.4077,-61.4137,18.56,97,100,2.85,AR,1699938279
507,puerto armuelles,8.2833,-82.8667,27.27,84,100,3.13,PA,1699938279
508,fuxin,42.0156,121.6589,2.58,80,17,1.2,CN,1699938279
509,westerland,54.9079,8.3033,11.01,87,75,13.38,DE,1699938279
510,marietta,33.9526,-84.5499,12.15,82,75,0.0,US,1699938026
511,amahai,-3.3333,128.9167,29.59,69,70,3.51,ID,1699938280
512,tumut,-35.3,148.2167,20.95,29,100,1.49,AU,1699938280
513,tofol,5.3248,163.0078,26.4,83,100,2.51,FM,1699938280
514,alice springs,-23.7,133.8833,36.75,13,31,2.57,AU,1699938281
515,port blair,11.6667,92.75,30.02,79,75,2.57,IN,1699938282
516,taltal,-25.4,-70.4833,16.15,75,43,1.0,CL,1699938282
517,kyabram,-36.3167,145.05,13.81,66,100,4.32,AU,1699938282
518,nouadhibou,20.931,-17.0347,19.99,56,24,5.66,MR,1699938282
519,moab,38.5733,-109.5498,10.15,23,100,0.89,US,1699938025
520,selfoss,63.9331,-20.9971,6.14,76,78,8.2,IS,1699938283
521,kenai,60.5544,-151.2583,-1.06,91,0,2.06,US,1699938283
522,villa gonzalez ortega,22.5,-101.9167,14.32,80,96,7.06,MX,1699938283
523,timiryazevskoye,56.49,84.8769,-1.75,93,18,1.84,RU,1699938283
524,palikir - national government center,6.9248,158.1611,27.92,66,79,1.66,FM,1699938113
525,sukumo,32.9333,132.7333,15.9,43,0,2.44,JP,1699938284
526,sarangani,5.4033,125.4636,28.72,72,26,2.27,PH,1699938284
527,gowurdak,37.8124,66.0466,17.86,17,72,0.53,TM,1699938284
528,cobija,-11.0267,-68.7692,23.66,91,85,0.88,BO,1699938285
529,tieli,46.95,128.05,-3.15,79,36,1.88,CN,1699938285
530,sisimiut,66.9395,-53.6735,-10.13,75,99,3.7,GL,1699938285
531,bealanana,-14.55,48.7333,23.86,65,79,0.79,MG,1699938285
532,aden,12.7794,45.0367,27.27,73,85,6.23,YE,1699938285
533,les cayes,18.2,-73.75,26.45,81,27,1.31,HT,1699938286
534,burang,30.25,81.1667,1.83,27,57,2.86,CN,1699938286
535,piti village,13.4626,144.6933,32.49,76,75,7.72,GU,1699938286
536,borba,-4.3878,-59.5939,27.97,60,83,1.02,BR,1699938286
537,pontes e lacerda,-15.2261,-59.3353,24.93,71,30,1.27,BR,1699938187
538,boa vista,2.8197,-60.6733,27.99,65,20,4.12,BR,1699938051
539,mel'nikovo,56.5558,84.085,-2.08,75,41,1.53,RU,1699938287
540,griffith,41.5284,-87.4237,7.72,71,0,0.0,US,1699938287
541,belmonte,-15.8631,-38.8828,23.81,84,10,4.34,BR,1699938159
542,kapa'a,22.0752,-159.319,26.99,80,0,8.23,US,1699938287
543,mana,5.6592,-53.7767,25.64,91,5,2.94,GF,1699938287
544,saint-joseph,-21.3667,55.6167,26.21,73,58,2.73,RE,1699938288
545,nagqu,31.5,92.0,1.03,22,100,2.95,CN,1699938288
546,borgarnes,64.5383,-21.9206,7.03,74,95,4.92,IS,1699938289
547,fort st. john,56.2499,-120.8529,-4.06,86,0,5.14,CA,1699938197
548,znin,52.8496,17.7199,10.63,83,97,7.27,PL,1699938289
549,santa rosalia,27.3167,-112.2833,20.55,49,100,1.49,MX,1699938289
550,lerwick,60.1545,-1.1494,6.81,76,71,4.34,GB,1699938033
551,lumut,4.2323,100.6298,25.01,94,40,1.54,MY,1699938289
552,greystones,53.1408,-6.0631,11.6,81,100,5.32,IE,1699938290
553,sarandi del yi,-33.35,-55.6333,14.02,96,100,4.14,UY,1699938266
554,tucupita,9.0622,-62.051,24.01,97,75,1.81,VE,1699938290
555,arroyo,41.6096,-4.7969,13.45,74,100,3.6,ES,1699938290
556,nar'yan-mar,67.6713,53.087,-7.72,96,100,4.02,RU,1699938290
557,bontang,0.1333,117.5,29.64,70,56,2.4,ID,1699938291
558,fortuna,40.5982,-124.1573,13.29,95,100,0.45,US,1699938217
559,kirakira,-10.4544,161.9205,26.93,80,86,2.5,SB,1699938291
560,dubovka,49.0583,44.829,6.53,93,100,1.93,RU,1699938291
561,trikala,39.5553,21.7675,12.95,66,66,0.7,GR,1699938291
562,degema hulk,4.7625,6.752,24.18,90,100,1.7,NG,1699938292
563,muroto-misakicho,33.2833,134.15,14.31,52,0,2.76,JP,1699938292
564,kuacjok,8.3002,27.9903,25.48,73,70,1.4,SS,1699938292
565,filadelfia,39.9523,-75.1638,6.67,80,3,1.34,US,1699938081
566,kailua-kona,19.6406,-155.9956,25.98,82,20,1.54,US,1699938293
567,quang ngai,15.1167,108.8,26.07,88,99,4.41,VN,1699938104
568,carriere,10.0341,-12.8657,18.92,78,2,1.01,GN,1699938293
569,kuzovatovo,53.5468,47.6866,4.08,90,100,4.42,RU,1699938294
570,hailar,49.2,119.7,-8.12,85,70,3.44,CN,1699938294
571,smithers,54.7804,-127.1743,-0.82,100,100,1.03,CA,1699938294
572,valenca do piaui,-6.4075,-41.7456,23.39,44,1,0.81,BR,1699938116
573,lazaro cardenas,17.9583,-102.2,26.07,83,26,1.42,MX,1699938295
574,swakopmund,-22.6833,14.5333,15.47,83,77,1.84,NA,1699938179
575,middelfart,55.5059,9.7305,10.2,92,100,5.46,DK,1699938295
576,warrnambool,-38.3833,142.4833,19.64,68,100,4.52,AU,1699938295
